* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = H:\Symcap_20160703_4.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
D10	421	C	UNKNOWN	VIC	NFQ-MGB	28.9092	28.831	0.1107				false	0.01	false	15	22		N	N
D10	421	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
D11	425	C	UNKNOWN	VIC	NFQ-MGB	32.5411	32.3202	0.3124				false	0.01	false	15	22		N	N
D11	425	D	UNKNOWN	FAM	NFQ-MGB	27.7143	27.8978	0.2595				false	0.01	false	15	22		N	N
D12	+	C	UNKNOWN	VIC	NFQ-MGB	31.7993	31.908	0.1538				false	0.01	false	15	22		Y	N
D12	+	D	UNKNOWN	FAM	NFQ-MGB	30.6212	31.3659	1.0532				false	0.01	false	15	22		Y	N
E1	386	C	UNKNOWN	VIC	NFQ-MGB	34.3194	34.6322	0.4425				false	0.01	false	15	22		N	N
E1	386	D	UNKNOWN	FAM	NFQ-MGB	28.589	28.8727	0.4012				false	0.01	false	15	22		N	N
E2	390	C	UNKNOWN	VIC	NFQ-MGB	26.786	26.958	0.2432				false	0.01	false	15	22		N	N
E2	390	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E3	394	C	UNKNOWN	VIC	NFQ-MGB	29.5721	29.6675	0.1349				false	0.01	false	15	22		N	N
E3	394	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E4	398	C	UNKNOWN	VIC	NFQ-MGB	33.9006	34.1119	0.299				false	0.01	false	15	22		Y	N
E4	398	D	UNKNOWN	FAM	NFQ-MGB	31.4468	30.9275	0.7345				false	0.01	false	15	22		Y	N
E5	402	C	UNKNOWN	VIC	NFQ-MGB	31.6478	31.2352	0.5834				false	0.01	false	15	22		Y	N
E5	402	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
E6	406	C	UNKNOWN	VIC	NFQ-MGB	34.2697	34.0882	0.2565				false	0.01	false	15	22		N	N
E6	406	D	UNKNOWN	FAM	NFQ-MGB	29.5663	29.4918	0.1054				false	0.01	false	15	22		N	N
E7	410	C	UNKNOWN	VIC	NFQ-MGB	35.4107	34.9457	0.6576				false	0.01	false	15	22		Y	N
E7	410	D	UNKNOWN	FAM	NFQ-MGB	30.2472	30.1962	0.072				false	0.01	false	15	22		Y	N
E8	414	C	UNKNOWN	VIC	NFQ-MGB	33.1575	33.1294	0.0398				false	0.01	false	15	22		N	N
E8	414	D	UNKNOWN	FAM	NFQ-MGB	29.9244	29.7254	0.2815				false	0.01	false	15	22		N	N
E9	418	C	UNKNOWN	VIC	NFQ-MGB	28.3563	28.1418	0.3035				false	0.01	false	15	22		N	N
E9	418	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E10	422	C	UNKNOWN	VIC	NFQ-MGB	26.8084	26.7295	0.1116				false	0.01	false	15	22		N	N
E10	422	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E11	426	C	UNKNOWN	VIC	NFQ-MGB	27.7887	27.9732	0.261				false	0.01	false	15	22		N	N
E11	426	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E12	+	C	UNKNOWN	VIC	NFQ-MGB	32.0168	31.908	0.1538				false	0.01	false	15	22		Y	N
E12	+	D	UNKNOWN	FAM	NFQ-MGB	32.1106	31.3659	1.0532				false	0.01	false	15	22		Y	N
F1	387	C	UNKNOWN	VIC	NFQ-MGB	30.6103	30.29	0.4529				false	0.01	false	15	22		N	N
F1	387	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F2	390	C	UNKNOWN	VIC	NFQ-MGB	27.1299	26.958	0.2432				false	0.01	false	15	22		N	N
F2	390	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F3	394	C	UNKNOWN	VIC	NFQ-MGB	29.7629	29.6675	0.1349				false	0.01	false	15	22		N	N
F3	394	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F4	398	C	UNKNOWN	VIC	NFQ-MGB	34.3233	34.1119	0.299				false	0.01	false	15	22		Y	N
F4	398	D	UNKNOWN	FAM	NFQ-MGB	30.4081	30.9275	0.7345				false	0.01	false	15	22		Y	N
F5	402	C	UNKNOWN	VIC	NFQ-MGB	30.8227	31.2352	0.5834				false	0.01	false	15	22		Y	N
F5	402	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
F6	406	C	UNKNOWN	VIC	NFQ-MGB	33.9068	34.0882	0.2565				false	0.01	false	15	22		N	N
F6	406	D	UNKNOWN	FAM	NFQ-MGB	29.4172	29.4918	0.1054				false	0.01	false	15	22		N	N
F7	410	C	UNKNOWN	VIC	NFQ-MGB	34.4807	34.9457	0.6576				false	0.01	false	15	22		Y	N
F7	410	D	UNKNOWN	FAM	NFQ-MGB	30.1453	30.1962	0.072				false	0.01	false	15	22		Y	N
F8	414	C	UNKNOWN	VIC	NFQ-MGB	33.1012	33.1294	0.0398				false	0.01	false	15	22		N	N
F8	414	D	UNKNOWN	FAM	NFQ-MGB	29.5264	29.7254	0.2815				false	0.01	false	15	22		N	N
F9	418	C	UNKNOWN	VIC	NFQ-MGB	27.9272	28.1418	0.3035				false	0.01	false	15	22		N	N
F9	418	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F10	422	C	UNKNOWN	VIC	NFQ-MGB	26.6506	26.7295	0.1116				false	0.01	false	15	22		N	N
F10	422	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F11	426	C	UNKNOWN	VIC	NFQ-MGB	28.1578	27.9732	0.261				false	0.01	false	15	22		N	N
F11	426	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F12	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F12	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G1	387	C	UNKNOWN	VIC	NFQ-MGB	29.9698	30.29	0.4529				false	0.01	false	15	22		N	N
G1	387	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G2	391	C	UNKNOWN	VIC	NFQ-MGB	27.7811	27.9748	0.274				false	0.01	false	15	22		N	N
G2	391	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G3	395	C	UNKNOWN	VIC	NFQ-MGB	28.9574	29.1699	0.3005				false	0.01	false	15	22		N	N
G3	395	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G4	399	C	UNKNOWN	VIC	NFQ-MGB	31.7894	31.7742	0.0215				false	0.01	false	15	22		N	N
G4	399	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G5	403	C	UNKNOWN	VIC	NFQ-MGB	29.9743	29.9787	0.0062				false	0.01	false	15	22		N	N
G5	403	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G6	407	C	UNKNOWN	VIC	NFQ-MGB	34.3625	34.9653	0.8525				false	0.01	false	15	22		Y	N
G6	407	D	UNKNOWN	FAM	NFQ-MGB	35.2935	35.7461	0.6402				false	0.01	false	15	22		Y	N
G7	411	C	UNKNOWN	VIC	NFQ-MGB	27.9377	28.1715	0.3306				false	0.01	false	15	22		N	N
G7	411	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G8	415	C	UNKNOWN	VIC	NFQ-MGB	29.5801	29.5552	0.0352				false	0.01	false	15	22		N	N
G8	415	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G9	419	C	UNKNOWN	VIC	NFQ-MGB	35.5435	36.2718	1.0299				false	0.01	false	15	22		Y	N
G9	419	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
G10	423	C	UNKNOWN	VIC	NFQ-MGB	29.6201	29.8387	0.3092				false	0.01	false	15	22		N	N
G10	423	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G11	427	C	UNKNOWN	VIC	NFQ-MGB	29.0716	29.1549	0.1178				false	0.01	false	15	22		N	N
G11	427	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G12	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G12	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H1																		N	N
H2	391	C	UNKNOWN	VIC	NFQ-MGB	28.1685	27.9748	0.274				false	0.01	false	15	22		N	N
H2	391	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H3	395	C	UNKNOWN	VIC	NFQ-MGB	29.3824	29.1699	0.3005				false	0.01	false	15	22		N	N
H3	395	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H4	399	C	UNKNOWN	VIC	NFQ-MGB	31.759	31.7742	0.0215				false	0.01	false	15	22		N	N
H4	399	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H5	403	C	UNKNOWN	VIC	NFQ-MGB	29.9831	29.9787	0.0062				false	0.01	false	15	22		N	N
H5	403	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H6	407	C	UNKNOWN	VIC	NFQ-MGB	35.5681	34.9653	0.8525				false	0.01	false	15	22		Y	N
H6	407	D	UNKNOWN	FAM	NFQ-MGB	36.1988	35.7461	0.6402				false	0.01	false	15	22		Y	N
H7	411	C	UNKNOWN	VIC	NFQ-MGB	28.4053	28.1715	0.3306				false	0.01	false	15	22		N	N
H7	411	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H8	415	C	UNKNOWN	VIC	NFQ-MGB	29.5303	29.5552	0.0352				false	0.01	false	15	22		N	N
H8	415	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H9	419	C	UNKNOWN	VIC	NFQ-MGB	37	36.2718	1.0299				false	0.01	false	15	22		Y	N
H9	419	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		Y	N
H10	423	C	UNKNOWN	VIC	NFQ-MGB	30.0574	29.8387	0.3092				false	0.01	false	15	22		N	N
H10	423	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H11	427	C	UNKNOWN	VIC	NFQ-MGB	29.2382	29.1549	0.1178				false	0.01	false	15	22		N	N
H11	427	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H12																		N	N
