* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Teegan\TaqMan_Std.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
E11	869	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
E12	+	C	UNKNOWN	VIC	NFQ-MGB	31.8792	31.8711	0.0115				false	0.01	false	15	22		N	N
E12	+	D	UNKNOWN	FAM	NFQ-MGB	31.3311	31.2846	0.0657				false	0.01	false	15	22		N	N
F1																		N	N
F2	833	C	UNKNOWN	VIC	NFQ-MGB	32.2561	32.1638	0.1305				false	0.01	false	15	22		Y	N
F2	833	D	UNKNOWN	FAM	NFQ-MGB	26.7814	26.2086	0.8102				false	0.01	false	15	22		Y	N
F3	837	C	UNKNOWN	VIC	NFQ-MGB	25.7272	26.3505	0.8815				false	0.01	false	15	22		Y	N
F3	837	D	UNKNOWN	FAM	NFQ-MGB	37.1856	37.1856					false	0.01	false	15	22		Y	N
F4	841	C	UNKNOWN	VIC	NFQ-MGB	28.2464	29.241	1.4065				false	0.01	false	15	22		Y	N
F4	841	D	UNKNOWN	FAM	NFQ-MGB	35.3288	35.3288					false	0.01	false	15	22		Y	N
F5	845	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F5	845	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F6	849	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F6	849	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F7	853	C	UNKNOWN	VIC	NFQ-MGB	35.6366	35.4845	0.2151				false	0.01	false	15	22		N	N
F7	853	D	UNKNOWN	FAM	NFQ-MGB	30.8308	30.7208	0.1557				false	0.01	false	15	22		N	N
F8	857	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F8	857	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F9	861	C	UNKNOWN	VIC	NFQ-MGB	26.4591	26.6189	0.226				false	0.01	false	15	22		N	N
F9	861	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F10	865	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F10	865	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F11	869	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.2083					false	0.01	false	15	22		N	Y
F11	869	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
F12	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
F12	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G1																		N	N
G2	834	C	UNKNOWN	VIC	NFQ-MGB	32.2494	32.4454	0.2771				false	0.01	false	15	22		Y	N
G2	834	D	UNKNOWN	FAM	NFQ-MGB	25.8043	26.2042	0.5656				false	0.01	false	15	22		Y	N
G3	838	C	UNKNOWN	VIC	NFQ-MGB	31.8745	31.5819	0.4138				false	0.01	false	15	22		N	N
G3	838	D	UNKNOWN	FAM	NFQ-MGB	26.4801	26.3955	0.1196				false	0.01	false	15	22		N	N
G4	842	C	UNKNOWN	VIC	NFQ-MGB	27.4527	27.5952	0.2015				false	0.01	false	15	22		N	N
G4	842	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G5	846	C	UNKNOWN	VIC	NFQ-MGB	29.9854	30.226	0.3402				false	0.01	false	15	22		N	N
G5	846	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G6	850	C	UNKNOWN	VIC	NFQ-MGB	29.9906	30.4028	0.5829				false	0.01	false	15	22		Y	N
G6	850	D	UNKNOWN	FAM	NFQ-MGB	37.3155	36.7635	0.7806				false	0.01	false	15	22		Y	N
G7	854	C	UNKNOWN	VIC	NFQ-MGB	34.6069	34.5401	0.0944				false	0.01	false	15	22		N	N
G7	854	D	UNKNOWN	FAM	NFQ-MGB	30.3569	30.2988	0.0822				false	0.01	false	15	22		N	N
G8	858	C	UNKNOWN	VIC	NFQ-MGB	35.2235	35.4479	0.3173				false	0.01	false	15	22		N	N
G8	858	D	UNKNOWN	FAM	NFQ-MGB	31.349	31.5056	0.2214				false	0.01	false	15	22		N	N
G9	862	C	UNKNOWN	VIC	NFQ-MGB	26.8756	27.0243	0.2103				false	0.01	false	15	22		N	N
G9	862	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
G10	866	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
G10	866	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
G11	870	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
G11	870	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
G12	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
G12	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
H1																		N	N
H2	834	C	UNKNOWN	VIC	NFQ-MGB	32.6413	32.4454	0.2771				false	0.01	false	15	22		Y	N
H2	834	D	UNKNOWN	FAM	NFQ-MGB	26.6042	26.2042	0.5656				false	0.01	false	15	22		Y	N
H3	838	C	UNKNOWN	VIC	NFQ-MGB	31.2893	31.5819	0.4138				false	0.01	false	15	22		N	N
H3	838	D	UNKNOWN	FAM	NFQ-MGB	26.3109	26.3955	0.1196				false	0.01	false	15	22		N	N
H4	842	C	UNKNOWN	VIC	NFQ-MGB	27.7376	27.5952	0.2015				false	0.01	false	15	22		N	N
H4	842	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H5	846	C	UNKNOWN	VIC	NFQ-MGB	30.4666	30.226	0.3402				false	0.01	false	15	22		N	N
H5	846	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H6	850	C	UNKNOWN	VIC	NFQ-MGB	30.815	30.4028	0.5829				false	0.01	false	15	22		Y	N
H6	850	D	UNKNOWN	FAM	NFQ-MGB	36.2115	36.7635	0.7806				false	0.01	false	15	22		Y	N
H7	854	C	UNKNOWN	VIC	NFQ-MGB	34.4733	34.5401	0.0944				false	0.01	false	15	22		N	N
H7	854	D	UNKNOWN	FAM	NFQ-MGB	30.2406	30.2988	0.0822				false	0.01	false	15	22		N	N
H8	858	C	UNKNOWN	VIC	NFQ-MGB	35.6722	35.4479	0.3173				false	0.01	false	15	22		N	N
H8	858	D	UNKNOWN	FAM	NFQ-MGB	31.6622	31.5056	0.2214				false	0.01	false	15	22		N	N
H9	862	C	UNKNOWN	VIC	NFQ-MGB	27.1731	27.0243	0.2103				false	0.01	false	15	22		N	N
H9	862	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	N
H10	866	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
H10	866	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
H11	870	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
H11	870	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	15	22		N	Y
H12																		N	N
